Name	Position	Team	GP	G	A	PTS	+/-	PIM	PPG	PPA	SHG	SHA	SOG	DS	GWG	OTG	First	Insurance	SOGP	SO/G	ATT	SOWG	SO%	FOA	FOW	FO%	PTS/G	PIM/G
Corey Perry	RW	LDN	60	47	83	130	66	117	18	40	4	0	0	0	8	0	10	7	0	0	0	0	0.0	0	0	0.0	2.17	1.95
Dylan Hunter	LW	LDN	67	31	73	104	50	64	15	36	0	1	0	0	11	1	5	6	0	0	0	0	0.0	0	0	0.0	1.55	0.96
Brad Richardson	C	OS	68	41	56	97	26	60	14	16	2	2	0	0	9	3	9	3	0	0	0	0	0.0	0	0	0.0	1.43	0.88
Rob Schremp	C	LDN	62	41	49	90	36	54	23	23	0	0	0	0	8	0	6	8	0	0	0	0	0.0	0	0	0.0	1.45	0.87
Patrick O'Sullivan	C	MISS	57	31	59	90	16	63	15	30	6	5	0	0	3	1	4	4	0	0	0	0	0.0	0	0	0.0	1.58	1.11
Bobby Ryan	RW	OS	62	37	52	89	30	51	11	20	4	1	0	0	5	0	5	7	0	0	0	0	0.0	0	0	0.0	1.44	0.82
Evan McGrath	C	KIT	67	28	59	87	23	51	10	26	1	2	0	0	6	1	2	5	0	0	0	0	0.0	0	0	0.0	1.3	0.76
Rob Hisey	C	BAR	66	29	57	86	9	81	5	23	1	3	0	0	2	0	5	2	0	0	0	0	0.0	0	0	0.0	1.3	1.23
David Bolland	RW	LDN	66	34	51	85	36	97	8	29	1	1	0	0	7	1	4	7	0	0	0	0	0.0	0	0	0.0	1.29	1.47
Liam Reddox	LW	PBO	68	36	46	82	18	38	13	24	2	1	0	0	9	2	3	0	0	0	0	0	0.0	0	0	0.0	1.21	0.56
Daniel Ryder	C	PBO	68	29	53	82	27	55	9	22	2	1	0	0	4	1	4	4	0	0	0	0	0.0	0	0	0.0	1.21	0.81
Geoff Platt	C	ER	68	45	34	79	-7	84	20	16	3	1	0	0	7	1	6	6	0	0	0	0	0.0	0	0	0.0	1.16	1.24
Marc Rancourt	LW	BELV	68	26	52	78	-5	37	12	21	1	1	0	0	5	2	5	2	0	0	0	0	0.0	0	0	0.0	1.15	0.54
Andre Benoit	D	KIT	67	24	53	77	36	72	8	27	2	0	0	0	5	1	8	1	0	0	0	0	0.0	0	0	0.0	1.15	1.07
John Scott Dickson	RW	WSR	68	34	42	76	1	48	15	21	1	1	0	0	8	0	6	2	0	0	0	0	0.0	0	0	0.0	1.12	0.71
Patrick Jarrett	C	OS	68	27	49	76	5	56	11	18	0	0	0	0	6	1	2	3	0	0	0	0	0.0	0	0	0.0	1.12	0.82
John Mitchell	C	PLY	63	25	50	75	14	59	8	18	5	3	0	0	2	0	4	1	0	0	0	0	0.0	0	0	0.0	1.19	0.94
Jeff Carter	C	SSM	55	34	40	74	20	40	14	18	1	2	0	0	6	1	5	4	0	0	0	0	0.0	0	0	0.0	1.35	0.73
Cal O'Reilly	C	WSR	68	24	50	74	9	16	7	19	1	0	0	0	4	1	2	3	0	0	0	0	0.0	0	0	0.0	1.09	0.24
Wojtek Wolski	LW	BRA	67	29	44	73	-6	41	13	21	2	0	0	0	3	2	4	3	0	0	0	0	0.0	0	0	0.0	1.09	0.61
Steve Downie	C	WSR	61	21	52	73	1	179	9	23	0	1	0	0	2	0	4	2	0	0	0	0	0.0	0	0	0.0	1.2	2.93
David Lomas	RW	WSR	66	37	34	71	4	76	16	15	0	0	0	0	5	0	6	1	0	0	0	0	0.0	0	0	0.0	1.08	1.15
Chris Hulit	RW	OTT	68	31	40	71	19	64	7	11	0	2	0	0	4	1	3	6	0	0	0	0	0.0	0	0	0.0	1.04	0.94
Evan Brophey	C	BELV	63	28	43	71	4	55	5	21	1	0	0	0	4	0	3	3	0	0	0	0	0.0	0	0	0.0	1.13	0.87
Luch Aquino	RW	BRA	65	25	46	71	10	80	11	15	0	0	0	0	4	1	3	1	0	0	0	0	0.0	0	0	0.0	1.09	1.23
Stefan Ruzicka	RW	OS	62	37	33	70	21	61	10	16	0	0	0	0	7	1	2	5	0	0	0	0	0.0	0	0	0.0	1.13	0.98
Danny Syvret	D	LDN	62	23	46	69	70	33	15	22	1	2	0	0	9	0	5	3	0	0	0	0	0.0	0	0	0.0	1.11	0.53
Bryan Little	C	BAR	62	36	32	68	19	34	9	8	2	0	0	0	3	1	5	4	0	0	0	0	0.0	0	0	0.0	1.1	0.55
Mark Mancari	RW	OTT	64	36	32	68	11	86	6	13	1	0	0	0	3	0	3	3	0	0	0	0	0.0	0	0	0.0	1.06	1.34
Ryan Garlock	C	WSR	68	33	35	68	-3	62	14	18	1	0	0	0	3	0	3	1	0	0	0	0	0.0	0	0	0.0	1.0	0.91
Anthony Stewart	RW	KGN	62	32	35	67	-3	70	5	12	0	0	0	0	3	0	3	5	0	0	0	0	0.0	0	0	0.0	1.08	1.13
Rafal Martynowski	LW	SBY	68	31	36	67	17	65	11	13	0	0	0	0	4	0	5	3	0	0	0	0	0.0	0	0	0.0	0.99	0.96
Benoit Pouliot	LW	SBY	67	29	38	67	7	102	8	17	0	0	0	0	5	0	2	7	0	0	0	0	0.0	0	0	0.0	1.0	1.52
Brad Bonello	C	OTT	58	26	40	66	17	120	5	14	0	1	0	0	3	0	6	6	0	0	0	0	0.0	0	0	0.0	1.14	2.07
Julian Talbot	C	OTT	68	25	41	66	6	50	9	14	2	1	0	0	2	0	4	1	0	0	0	0	0.0	0	0	0.0	0.97	0.74
Evan Kotsopoulos	LW	KGN	66	18	47	65	2	131	5	11	0	1	0	0	5	0	4	1	0	0	0	0	0.0	0	0	0.0	0.98	1.98
Jamie Tardif	RW	PBO	66	37	27	64	0	84	18	10	0	0	0	0	2	0	7	4	0	0	0	0	0.0	0	0	0.0	0.97	1.27
Jordan Morrison	C	PBO	67	23	41	64	2	51	6	22	0	0	0	0	7	2	2	2	0	0	0	0	0.0	0	0	0.0	0.96	0.76
